person_id,principal,investment_type,interest,time_period,avg_past_return,volatility,fees,risk_score,market_condition,inflation_rate,economic_index,realized_roi
22,12124.776871729155,crypto,0.02625016967096827,0.9370250992066511,-0.03370847907241195,0.5161671387263841,0.021406077922020685,10,bull,0.0413583607190757,110.31384441857476,-0.025012924567459308
144,326637.97290816787,stocks,0.016728249387584722,9.516884450118166,0.304672154919219,0.17131830153819408,0.0014438316684211579,7,bear,0.04077825926536405,98.58695251758445,0.13332136448066947
69,320019.7807357756,crypto,0.12213290125553594,6.933099252638327,0.17934681666877328,0.0945302048756679,0.024524921125344087,7,bear,0.07665509582751004,114.68795734220015,0.17382466138778113
171,140610.7580239612,gold,0.04004247675917238,4.083961290665771,-0.034414747075906554,0.37858725291597783,0.010760072231773068,1,bull,0.05908908631146728,88.26737439506982,-0.18323570648152815
90,316326.70915604255,bonds,0.1328460818937874,7.483174916136915,0.2713923721539394,0.18358005209135775,0.0061457467696119615,7,bull,0.027089889657299374,107.86948661456603,0.24295313825780243
152,173697.75242524385,mutual_fund,0.14030602558449906,8.654921142508613,0.12159761095000733,0.45550521931906846,0.022881743348455788,4,neutral,0.042321085147566995,111.05651842967987,-0.0135909736182118
86,50186.90500913611,stocks,0.05470390926265808,9.525588686982648,0.3302428587750224,0.3525939751115059,0.01932327915292418,4,bull,0.0206502590888179,116.21527905677056,0.16581429065187886
117,396831.626644295,stocks,0.12054653999123753,1.3664579789625586,0.14776812188103255,0.05338408080965368,0.01693633758738833,4,bear,0.060351107364622306,110.09498117750721,0.08024822091339408
75,420047.9780631726,stocks,0.06965280650657175,2.61447596692479,0.10866064078170072,0.5373002070905304,0.0052515398290687385,10,bull,0.07021783245424243,114.67474821243366,-0.04799605448251487
29,454308.3846425304,stocks,0.09286442343497979,3.8270733436529785,0.2332724782332799,0.2993668530191869,0.01196164011354538,1,neutral,0.072821598118305,89.46740774728315,0.0030910073179246204
19,63814.8685526956,stocks,0.02645367454879468,6.667497870102604,0.24841795170616932,0.3583538837563526,0.028903003905761716,2,bear,0.048119638519647574,82.25213102727349,-0.013034968330727436
191,11016.464971459089,bonds,0.14578303573906945,0.9100191635304731,0.3064572454792284,0.3260666432700539,0.02979597908745971,1,bull,0.033415750311167156,118.52890157762445,0.08948578973941333
20,315641.2496416114,stocks,0.09180400366923402,9.061001099664395,-0.031821447863416855,0.18295864996349356,0.028561933038220202,1,bull,0.061744921339077025,98.18164259071094,-0.050973473654369855
200,234530.71044529116,bonds,0.05946931192364739,6.044733062583285,-0.01890614521400607,0.5851489884463765,0.02960011158990848,5,bull,0.03664287097886796,87.52484638895045,-0.1944767717336763
161,364231.15665223816,bonds,0.09587812743101057,4.473308844760879,0.3230913933416053,0.5223170559102368,0.002311341433079493,3,bear,0.06935223457539014,117.99199653167696,0.006651145330488363
119,299094.7040993069,bonds,0.063324719928343,9.71418677923873,0.28684756925428345,0.5062306487324599,0.014592101634054139,2,neutral,0.07923656775889666,86.01667564414113,-0.09323762047676731
55,385648.7705143527,mutual_fund,0.14226720218353991,8.57165021143541,0.04893924069727905,0.28131559847985427,0.004745623039393354,5,neutral,0.07979821022443433,102.2172682241051,-0.04798800201825834
51,182290.54542625605,stocks,0.025898062907948063,6.879945358131597,0.1581230803615173,0.4679446672066708,0.016084741532247808,1,bull,0.0603020410643514,104.72512961831583,-0.030100145408397963
133,378792.9415584414,stocks,0.09684333718948504,7.188757796942624,0.03518566460356429,0.09909545584032646,0.001421795304368576,1,neutral,0.028040913707038442,81.15130705253355,0.06775441100981491
38,259424.79713410634,real_estate,0.11971142178376001,4.267156432052067,0.19883468009114935,0.5201709510731122,0.02853609808607162,3,bear,0.07424952166962491,93.93021868093201,-0.17969990726309773
69,294459.22244483104,gold,0.06604206844743939,7.127841950120851,0.02202690893971941,0.4239708504117058,0.012938175216368315,3,bear,0.05223580500284421,98.40476635934289,-0.19188825924005504
96,411786.3652380023,bonds,0.05831156789513414,3.802382537585493,-0.03727812740593395,0.338254879340297,0.016498281608243168,2,bear,0.05611612373245761,88.95396263625283,-0.204907380233951
177,345453.4349625611,real_estate,0.08163198189661657,1.9912879858038404,0.10091438609682903,0.021505114142515006,0.026180732104032017,9,bear,0.025537435173724764,99.24581576225172,0.04156406434624387
8,187612.25158703735,crypto,0.0747548602586407,7.600973912270687,-0.035326718843760846,0.16641342771953202,0.02168713799065202,8,bull,0.04907137911146128,104.73019086121184,0.09030313378918994
18,284162.720549324,bonds,0.12769939802291033,1.3474411227645338,0.16413422560620938,0.1552655186988847,0.010944879064069546,9,bear,0.06424431236562915,87.29135513903832,0.032192007233706355
25,295486.35342033516,crypto,0.11436152638580618,4.600765689181954,0.0010321211182254958,0.18459002536326016,0.011529386595560416,2,neutral,0.025215217285245423,101.48426167274191,0.08152804983744077
184,80665.27389624435,bonds,0.044434081973831134,2.026473045965779,0.0246268096205223,0.1853551978424313,0.006027834263547889,9,bull,0.03423360750415967,84.07129890481615,0.05626956323842475
55,448822.08017214027,mutual_fund,0.09063977849279238,9.21525832431255,-0.04787999744095783,0.5855389545081826,0.01523171459850475,8,bull,0.06181768774198529,119.89022139073577,-0.132479541550935
194,484157.062919596,real_estate,0.10953334703714475,2.3953158097140377,0.24449887347939525,0.32730721344504765,0.02150967277368889,3,bear,0.07031495352215748,88.20310240597837,-0.013653274926742384
142,187769.0883473986,stocks,0.07359751611067394,5.711729620412456,0.16956879195559088,0.13700366815153678,0.020852574888515166,4,bear,0.03923853152957085,103.75532390231595,0.11568900508931611
163,469478.5261264137,bonds,0.03537262926319242,1.1317145399843862,0.24644825971602363,0.3531944056443489,0.025413034525989888,2,neutral,0.027457833409132684,109.23469900814577,-0.03700154619209126
72,334272.62424461904,mutual_fund,0.08322915946767669,3.9088895991732735,0.3008802163252433,0.2476181623051285,0.024681383744675735,3,neutral,0.029855947875859577,112.58298880925528,0.04958378746262053
179,195026.15457973964,real_estate,0.0860974005559584,9.111485054163197,0.1996951983655968,0.08780086361085115,0.028255131584790778,1,bear,0.03393276170880904,115.98298293098273,0.040672977967250085
135,269063.24052827916,crypto,0.13514496162713407,7.991673506633042,0.010669951893100466,0.20079879932141795,0.008206185054619506,4,bear,0.06764151135621775,104.80291023714054,0.05610356224815943
123,253632.73199395242,mutual_fund,0.08558048919579712,5.120396078958274,0.11358207083419729,0.46769154874698216,0.001353889097223291,4,bull,0.0474200131569007,104.1583148829005,-0.021952644448414348
115,174549.50730337898,crypto,0.04182913762419818,4.524170192994587,0.06517184659029043,0.37667115262853956,0.027443719856445975,5,bear,0.06960792966854469,118.36299178256111,-0.03846738152322966
171,327426.76943918184,gold,0.1179745335927633,4.057136012344009,-0.02243138425311249,0.0648462179834966,0.0040231620155024754,4,bear,0.06740507822744521,80.9209041915055,-0.10204371515050523
41,66708.02719561709,gold,0.13891786356643213,8.764015439590219,0.1575352228504288,0.362939752732059,0.012571078412233778,5,bear,0.07909047193774008,113.55592345783737,-0.06291560074193381
180,460328.53012431646,mutual_fund,0.058488439211234575,3.7960554180141632,0.24500049924389933,0.28228640571608815,0.0075135398652594765,3,bear,0.0438901216154566,101.49582411751692,-0.004950689833940361
108,457848.7210287095,gold,0.06073514587632863,6.015589327641413,0.20290571516781214,0.02759478482123351,0.020242583788484605,9,bull,0.04990206636436878,96.75701798018191,0.17901874409511417
63,216260.50814169095,gold,0.1219694830903977,3.8191764909686636,0.13729273137655174,0.3824860724896103,0.01195405247576491,1,bear,0.03859621557611666,95.89272461830392,-0.13778512289969347
144,223177.55973442292,real_estate,0.06610682852254562,5.81658314742807,0.012096098372284994,0.12551831568725724,0.025991783009392002,3,bull,0.04719733008488165,100.9756107731032,0.013563581643519847
110,331167.35124552494,real_estate,0.013793438950487688,2.6087355383630197,0.04242991863522855,0.40969779128726247,0.0015716055948765606,7,neutral,0.029369155841971424,108.6388891538959,-0.07509513169601999
54,54223.489415875854,bonds,0.04404410673992357,7.361535852628762,0.29227858724251427,0.501527521448855,0.012518322358935189,3,bear,0.059164766471112476,89.52731124186906,-0.11402527238577019
55,65774.5603830407,mutual_fund,0.13270217062254114,6.607792854335406,0.23157845405540378,0.5481619220533762,0.019118076860254282,7,bull,0.06415427679176014,113.92512381867533,0.036510338451594834
11,175870.11171623142,stocks,0.11833683324818763,3.9461999993264816,0.29442720798988864,0.147316104546956,0.029261870690767227,7,bull,0.022053686649231748,113.22618026260999,0.22081226380911237
158,372135.03739318944,bonds,0.1078384194425266,4.324225414171315,0.03720924299763459,0.3941314173062111,0.013229414102045173,1,neutral,0.04908670202902077,100.49830623527686,-0.12707560362655249
154,267182.5309342651,real_estate,0.12410761997634398,5.231862158354555,-0.02312984003371597,0.25504389105605946,0.015426481925416825,7,bull,0.060991031386728886,112.90335503646696,-0.031501081137708095
86,318383.54136193654,stocks,0.07919833901935798,5.946296592704306,0.2852427852713183,0.2545412708984341,0.023356429934863844,6,neutral,0.06393107470754374,90.0292264224639,0.11668296452023817
46,126447.80929225388,stocks,0.0645013859658767,3.242590499321649,0.09226908658597964,0.43704662500686237,0.009616529753072076,1,bull,0.024967920075507587,104.12608437865552,-0.07102447888551465
111,134820.70192841341,gold,0.09331091029803566,0.9885452281003784,0.14854649888049454,0.36616885237179575,0.010693072833691863,8,bull,0.032896422715445406,81.24732540245138,0.08432860758055707
154,345759.18623172934,bonds,0.07087582740452446,2.8408193157715145,0.27764092706967985,0.48366120980200794,0.021146197654778376,8,bull,0.0636913253722162,99.81965264824794,0.0375542476993059
19,225772.85761418808,bonds,0.03591861003740675,5.648059000094403,0.2991783343505633,0.4446904341175455,0.02439027328798204,1,neutral,0.028209117855137685,118.0094941528321,-0.048221793958029786
118,493895.66395834024,real_estate,0.14216830755612586,0.874554708000806,0.23223006900627535,0.5566440241010862,0.006236685008692672,2,neutral,0.04936549781858843,88.8483776727841,-0.04090343454531503
14,472411.9121111498,stocks,0.07638999033204491,8.689405184398478,0.28781975941402815,0.20507827448108826,0.025038548750369642,3,neutral,0.07546377172259182,118.84232980661471,0.13085257389887986
17,223310.92006534,crypto,0.0666279629554591,5.938063714617924,0.27159079176035905,0.3322728644208568,0.0201880000773357,2,bull,0.07309990139139687,101.210605305396,0.1627066137527515
170,437977.3279786787,mutual_fund,0.08405119876380966,9.421143135872514,0.26951329430946613,0.5988017841093357,0.011170642648099593,3,bear,0.07220593243405579,80.85077643401549,-0.05813007503601934
190,202152.2550679396,stocks,0.02283790691560022,3.6955194063700096,0.15900767665380922,0.44471764816709414,0.0010970444992463974,9,bull,0.054845432433639665,90.86747884276016,-0.04454788132627395
68,59186.461346162,crypto,0.06482821967564983,1.6821567943201354,0.33256627902377,0.48283380684316235,0.008510496896452596,1,bear,0.07462034612345206,81.80402708881293,0.010137010160468876
124,87681.80331557724,bonds,0.1487636076591767,2.700881163142712,0.32709270965405024,0.3967950564155737,0.018624367051486915,8,neutral,0.048044090674992185,104.53645556842831,0.027147802686746624
57,316740.0718830958,stocks,0.04028536322511749,5.423473483425726,0.18890962897213637,0.32451827049895554,0.008546767670594292,3,bull,0.06957234174763795,112.030787485195,0.057419687892968814
163,313354.00455288374,mutual_fund,0.11470202457291198,0.8312190222213367,0.30796857649113596,0.5188735535223957,0.01426553083543751,8,bear,0.07384616888277223,98.5352299286248,-0.09587591520395901
29,277674.398451524,mutual_fund,0.02217814638759742,4.3803055241716375,0.09907540680492559,0.17065719458098919,0.021979183296968963,10,neutral,0.06857096448349269,106.20967922556088,0.00013613318771316454
90,442038.6032230433,real_estate,0.08225106286210632,9.11188033472351,0.1785275767678296,0.4040249658618075,0.016769588331924577,5,neutral,0.07948852010870289,82.4606810495694,-0.0173036421605815
147,465394.72350232064,mutual_fund,0.02481677313600176,7.140412011376083,0.025688615914002344,0.5313495370068031,0.028878143357362315,9,bull,0.04004053272471427,89.54760125204069,-0.1031954184003891
31,409893.67693893577,mutual_fund,0.12649878491408387,5.3209434707279435,-0.04744565131326657,0.1864821172414494,0.018890880632896522,5,bull,0.06461049537749647,86.43039584193232,-0.03302166317005758
98,14121.720775417647,real_estate,0.07051370974495172,8.481154276041579,0.10686048457807863,0.12410844758582337,0.022857266187465055,3,bear,0.02770692308559148,91.33371793062327,0.0033137294237235203
22,386637.2248034071,gold,0.10920008064436809,4.998951940133341,-0.026831815776480687,0.06332276229955533,0.025720025116760782,2,bear,0.07683787329538028,86.6551034772909,-0.04335182477009109
180,386351.67181485763,mutual_fund,0.10566135272491071,4.736075710579109,0.05945066651266634,0.5983322100914724,0.013359257764843216,1,bull,0.039416613148972476,99.54572761618664,-0.1601307171718383
141,118876.57310055979,mutual_fund,0.028386917697312927,8.746516064056783,0.33529466137605274,0.03815534197355942,0.022206831942236882,4,bear,0.07039682988034832,110.91291120067218,0.09563898942056512
58,187420.54014326175,mutual_fund,0.13101015497754917,4.995494113569793,0.3372773711658887,0.12760479910781025,0.026190071870712713,3,bull,0.021868044973070683,106.0666730150354,0.21904438007048163
53,69966.21445278185,stocks,0.014553665128775269,9.248054554249025,0.19666012580829517,0.48199162876618223,0.014964148193863953,2,bear,0.06566143945657993,105.04881286525662,-0.12218980289213821
166,399791.75481540815,stocks,0.05345067424930033,4.824591416277111,-0.04535178403675975,0.06201919492084415,0.012382313135793858,6,bull,0.05491828411486392,90.75973617740391,0.08362878575915549
110,24611.318547436786,gold,0.07727097261609604,1.4968366949726613,0.04681800634501097,0.5922643040949449,0.0051323707441438835,9,neutral,0.07160734383135227,111.194039555734,-0.10844844278165981
148,48493.91707669251,bonds,0.0590877703692853,0.8154295335179824,-0.018568601137991705,0.25021550019692573,0.0048487568672487494,2,neutral,0.03958767849463951,100.70846573538846,-0.1285256807799433
103,476017.23730588687,stocks,0.027390795341928308,9.014102375507864,0.18791065495077441,0.37763065748023494,0.018775381071102572,2,bear,0.0224710097167563,106.81541833417648,-0.032067587969689344
72,300750.5520028054,crypto,0.11973655747864065,5.0685863987653565,-0.0336983575630109,0.11511969897390839,0.013719609278196612,7,neutral,0.05964920709795504,102.12005810367833,0.06483154650596287
12,171763.4169266979,stocks,0.0354965081964179,8.002135817853553,0.21348311020035043,0.30895351554282063,0.017105542977191305,3,bull,0.03315283924148266,119.03461023276526,0.068591873082242
96,212107.8953904881,real_estate,0.038500959247913975,8.484297859630868,0.019677334631301446,0.5772527198624466,0.013061313618261284,10,bear,0.044195681667429904,88.82244499689293,-0.18501259228776828
24,259427.95456531885,bonds,0.09232817293261107,0.7792472346868193,0.10820606793960609,0.3715894538654795,0.018333983392420067,4,bull,0.05029069291358107,101.73202093453153,-0.040059297113905455
115,367890.9460955641,stocks,0.02841947591781637,7.300337164479841,0.3136130082662564,0.12421620314474034,0.00788875642279245,3,bull,0.05737799501380897,105.26240880370082,0.24954972039718445
78,436021.20112989313,real_estate,0.07234273570037317,5.390764862332057,0.09369334775990627,0.3639114938322579,0.00574219230496566,6,bear,0.049536671386882086,89.88924297612708,-0.08235489217405821
66,485061.41731387965,mutual_fund,0.07353053579370948,2.7424794017914076,-0.020601301067994942,0.11845958495077362,0.01607344450812451,1,bull,0.06640838754119603,85.23494642873399,-0.036017833480652454
10,354854.7223582957,crypto,0.03338586710613298,2.092382554739018,-0.03533142922658282,0.4471131687380715,0.020250331301032348,5,bull,0.0349228563552578,104.6857994641612,-0.02400233623957157
44,138526.05770090985,bonds,0.01799215985250408,5.546110516009804,0.3246422769179846,0.0428192535877356,0.004541187506290777,6,neutral,0.032350472602206096,84.47678477590911,0.18947765363160318
198,78429.88447623399,stocks,0.14812821721423855,9.668627616142432,-0.048024007626236154,0.5720508355454785,0.01953447819664951,1,bull,0.050434088521303544,81.66291436201568,-0.1772771006415205
171,76053.46920949947,bonds,0.14157477086975784,7.462539724242747,0.014952757864928348,0.12924246858404884,0.022194054771255415,4,bear,0.02754449070839893,85.3085861527711,-0.030915859188463478
157,489422.48726326256,bonds,0.06240154739957097,0.6664019131895913,0.0476589161689497,0.5019087709781891,0.026073656242696062,6,neutral,0.03531839148370591,106.46529401484587,-0.19370095469772838
89,335150.9009104991,crypto,0.09080593313964473,3.8114498387987195,0.01371497809712205,0.37087327516051366,0.010225235054925466,3,bear,0.07645252138028388,113.0735553484751,-0.07749762900725113
161,59009.26772404611,bonds,0.1010716306908402,7.769313213279954,0.3202699323522847,0.2741399609189528,0.027139893838064883,9,neutral,0.025428901717223045,91.54742382122552,0.11662032404147382
109,316953.3304229264,mutual_fund,0.09537645276981722,5.852669809810359,0.10216788169311906,0.3381298385578565,0.018298078774577228,6,bull,0.05894447952766359,93.13524911540324,0.0234288654797513
35,380875.4423218187,stocks,0.08006234327830379,5.652454817307514,0.33059142386639645,0.511357069596093,0.02751285896259263,3,bull,0.030106663108563178,105.70303875788758,0.08020347639359528
44,477984.22949769266,bonds,0.012552561574690629,2.359890863993688,-0.04697485000874316,0.39553533420966974,0.02704288591954962,7,bull,0.06877914432296561,108.72492304905978,-0.20112597231713109
25,55203.31008236217,crypto,0.07802204628608558,2.9393773933448255,0.06394916078476912,0.19822817965724618,0.02428775103714724,4,bull,0.07606616160833085,94.06490748958538,0.023210267234435124
164,65995.2138152222,crypto,0.13031821105928246,8.097920406528207,0.023834051814813184,0.19126140774777983,0.02400881048628728,4,bull,0.06939044093573961,100.89924162064473,0.10798884989651239
189,189887.29310400187,stocks,0.08370988718152933,1.5668912719065822,-0.04896639406200705,0.39003141936011265,0.015940079939678217,4,neutral,0.02522233775525952,112.62994574017124,-0.09990120991604551
15,122250.92669236862,real_estate,0.11927357213414064,3.110657337707293,0.27904572740547134,0.2657681871162824,0.020358947079452645,10,bear,0.07400138740388067,94.13685517210872,0.07065118471009671
146,369752.50374737015,mutual_fund,0.130791590856052,2.5590281008623688,-0.011714177791935315,0.03371037990687511,0.019617173512854715,7,bull,0.05519650779052844,86.72056830979454,0.0815596540736073
138,72537.6775155829,stocks,0.10732023756666312,4.341028296990775,0.1212798459702459,0.4362067040817422,0.02108064838840672,9,bear,0.04980601153155016,119.51142080859549,-0.007072474695077893
24,387448.2500874444,stocks,0.047085362613142674,6.6302534564943105,0.18830029127558268,0.2526889901426099,0.011641726296939218,10,bull,0.040233627965325224,116.22099169318696,0.17285634951554435
13,139217.98106759146,real_estate,0.09299367883147916,6.961253345482788,0.04233167566160481,0.2849780140306138,0.006519421021752966,5,bull,0.024195896342566046,105.60672895312663,-0.024908088563557362
130,170116.9269887392,gold,0.09126650094033444,1.3432902440238004,0.33466629438192524,0.3882768264427992,0.022890296778284584,1,bear,0.07972882944225541,97.85409404790569,-0.048717902045660545
158,240068.83903557822,bonds,0.06355367923416115,1.6383755191676403,0.3396658514512062,0.03161528643697819,0.02237822652521005,1,neutral,0.03805118650119531,119.24945497377215,0.13844879075091315
108,378858.8581459199,stocks,0.027879887708932877,8.34764248739902,0.26281123506815435,0.4310719246909263,0.0020486510352181013,4,bear,0.05741514128016559,83.56497728464066,-0.05875140645879506
66,201505.8509517703,bonds,0.07260835567067699,6.205646166925864,0.15627177107859908,0.5532473444643621,0.015411941004269077,9,bull,0.053228134442742575,92.22097242632094,-0.08441200491500697
86,193408.53027090715,real_estate,0.1329164048623097,8.746538556020779,0.27237016004704845,0.4782176530580956,0.009835695033843184,1,bull,0.026981983873128564,112.69798833964767,0.07064303356749041
66,289705.85849582934,stocks,0.07710962161929924,3.4804130663439126,0.1925483777733502,0.10073485427816731,0.02704958719148847,4,bull,0.05438248573585096,117.3092296190502,0.12665814265090009
125,38745.29314581932,bonds,0.013613666972928177,1.7840797469708163,0.33524604463566954,0.3387271308191098,0.029008842673443377,6,neutral,0.028782439529734947,94.70137689166125,-0.004781333749484515
78,303263.8161022182,mutual_fund,0.06107175068023413,4.171377991011898,0.17577643627155298,0.13123382424327912,0.007140905169298871,6,bull,0.020019950367229363,80.70751238453029,0.11633822475281744
126,89479.05548224921,gold,0.02044817400719144,7.935612387069417,0.05615496367527782,0.12310450495372396,0.02105692361151026,8,bull,0.03784130289421034,97.21348710035684,0.1018398307576259
40,424767.8631984537,mutual_fund,0.11140444575473256,8.02488952072516,0.1119193716340799,0.3993639613157589,0.01127285097289846,4,bear,0.03042515573973767,106.22894690246625,-0.04141110807287259
155,128047.22756889633,bonds,0.028732523079128422,4.4765159054273855,0.26613509434405924,0.3576459732723839,0.020748269989909092,5,neutral,0.04322472562013785,118.55289101929404,0.03760676746101458
13,26103.438597081204,stocks,0.0619971994710197,3.025585798215978,0.2084360493850032,0.3096136242875986,0.008714559062156041,5,bull,0.031931376666517755,82.58466719376345,0.04711597929218668
117,406289.5343532018,bonds,0.09597138356586303,8.665869700645985,0.1069574886113898,0.57460887057639,0.004861205121164811,4,bull,0.03460867810429204,106.06842591643874,-0.07571977980358371
169,451372.1861070346,crypto,0.07460684504746277,6.553414029678664,0.21374156888231305,0.5391682896097911,0.019463420782849013,1,bear,0.07045229476555535,81.537053958493,-0.08027948618827584
79,224420.17828459103,mutual_fund,0.016696314855174765,0.8612075582558216,0.2484829029927354,0.40224060983813487,0.024261786185700036,3,bear,0.026341608794376446,119.53101084000525,-0.13603970900923493
159,91184.12099037175,stocks,0.023775390959875624,6.7728758371627125,0.25574906488869437,0.17372692842850232,0.0016074038698964716,3,bull,0.05968223666422487,87.40782271469871,0.15906521432400306
112,106815.19478679978,gold,0.0269940985423169,6.3426231963692326,0.25985351225511516,0.3934644670538558,0.01637876186422559,8,bull,0.05747981413125583,95.27758558611583,0.041639097741383496
2,464401.40196139464,real_estate,0.04144618565813927,4.035586726456376,0.12283075317767837,0.2748548940227823,0.01877524789234124,2,bear,0.027685744781972003,93.53070023977993,-0.04281387505118965
22,146523.86067338428,stocks,0.1242325714556064,8.683014965452642,0.2886057354761112,0.5529773895109416,0.008314989585027487,3,neutral,0.07321549401255617,105.83243250620825,0.0006338384618302054
136,274788.32485398446,crypto,0.14785376353343113,9.40518663172263,-0.032730505681195336,0.11559259312307353,0.0048201344301822945,7,bear,0.059369710260864295,87.09715077878828,0.08616216814921213
180,209641.14240115441,mutual_fund,0.11614590155071522,7.5625259677277885,0.1947762021349324,0.08143981328392591,0.005395511776042534,3,bull,0.02904056646259264,93.69534544134186,0.18416525611975598
25,372147.47044890036,mutual_fund,0.13340310915450299,3.140069923864244,0.02758154690710994,0.5302935618463245,0.020069249070562668,10,bull,0.053482539508938026,112.47008867462839,-0.11605428751220008
10,279342.12449534825,crypto,0.010732145896007784,7.729412220266892,-0.03587545802390438,0.4525255939841146,0.006871936244791884,2,neutral,0.04132307412114436,111.35167137941589,-0.0956302099816383
75,187313.21760088994,mutual_fund,0.07280548833363595,7.359673912926002,0.3044783121860298,0.3639657138283348,0.012354245247157052,6,neutral,0.07259904570969203,119.85337350508989,0.09410020329497724
54,196898.42940144512,crypto,0.06632579745611783,8.80549347079726,0.15404388499953003,0.439574764055126,0.004019983379688336,6,bull,0.030013107071292254,87.25277119702021,0.12126840335345335
120,164443.46209344684,real_estate,0.09910869114688155,1.9154974934178126,0.2281662593312213,0.4526366211119312,0.029477106522938213,2,bear,0.056128738643148865,80.91731245072168,-0.13396565510267522
